Command line
python train.py --data_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train.csv --dataset_type classification --num_workers 2 --save_dir ../pipeline/marketdrug/normal_active_intrial_allainvivo_nopretrain_firsttrain_05-10 --epochs 50 --features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train_rdkit_2d_normalized.npy --separate_test_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test.csv --separate_test_features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test_rdkit_2d_normalized.npy --no_features_scaling --metric auc --init_lr 1e-3 --max_lr 1e-3 --final_lr 1e-3 --s ../pipeline/marketdrug/test_active_intrial_allainvivo_11-24_nopretrain_firsttrain_05-10_s --mode active --depth 2 --hidden_size 300 --ffn_num_layer 2 --batch_size 500 --smiles_column smiles --target_columns label --fold 0 --round 0
iteration 0
Class sizes
label 0: 65.62%, 1: 34.38%
Building model 0
DMPNN(
  (sigmoid): Sigmoid()
  (encoder): MPNEncoder(
    (dropout_layer): Dropout(p=0.0, inplace=False)
    (act_func): ReLU()
    (W_i): Linear(in_features=147, out_features=300, bias=False)
    (W_h): Linear(in_features=300, out_features=300, bias=False)
    (W_o): Linear(in_features=433, out_features=300, bias=True)
  )
  (ffn): Sequential(
    (0): Dropout(p=0.0, inplace=False)
    (1): Linear(in_features=500, out_features=300, bias=True)
    (2): ReLU()
    (3): Dropout(p=0.0, inplace=False)
    (4): Linear(in_features=300, out_features=1, bias=True)
  )
)
Number of parameters = 414,901
Moving model to cuda
Epoch 0
Loss = 7.1740e-01, PNorm = 35.1219, GNorm = 1.2712, lr_0 = 1.0000e-03
Loss = 5.4047e-01, PNorm = 35.3673, GNorm = 0.2357, lr_0 = 1.0000e-03
Loss = 2.4649e-01, PNorm = 55.3104, GNorm = 1.1249, lr_0 = 1.0000e-03
Loss = 2.1444e-01, PNorm = 56.1120, GNorm = 0.4056, lr_0 = 1.0000e-03
Loss = 5.6615e-01, PNorm = 35.3743, GNorm = 0.1343, lr_0 = 1.0000e-03
Loss = 2.1760e-01, PNorm = 56.1250, GNorm = 0.4929, lr_0 = 1.0000e-03
Loss = 2.5499e-01, PNorm = 55.3249, GNorm = 1.4458, lr_0 = 1.0000e-03
Loss = 5.5535e-01, PNorm = 35.3815, GNorm = 0.1539, lr_0 = 1.0000e-03
Loss = 2.3719e-01, PNorm = 56.1376, GNorm = 0.4516, lr_0 = 1.0000e-03
Loss = 2.7141e-01, PNorm = 55.3390, GNorm = 1.0959, lr_0 = 1.0000e-03
Loss = 5.8310e-01, PNorm = 35.3892, GNorm = 0.3325, lr_0 = 1.0000e-03
Loss = 2.0695e-01, PNorm = 56.1504, GNorm = 0.4248, lr_0 = 1.0000e-03
Loss = 2.1237e-01, PNorm = 55.3530, GNorm = 0.4202, lr_0 = 1.0000e-03
Loss = 5.6803e-01, PNorm = 35.3967, GNorm = 0.2218, lr_0 = 1.0000e-03
Loss = 2.4570e-01, PNorm = 55.3669, GNorm = 1.2506, lr_0 = 1.0000e-03
Loss = 2.0325e-01, PNorm = 56.1633, GNorm = 0.3396, lr_0 = 1.0000e-03
Loss = 5.4854e-01, PNorm = 35.4044, GNorm = 0.2937, lr_0 = 1.0000e-03
Loss = 2.0619e-01, PNorm = 55.3801, GNorm = 0.3416, lr_0 = 1.0000e-03
Loss = 2.6210e-01, PNorm = 56.1759, GNorm = 0.9149, lr_0 = 1.0000e-03
Loss = 5.6932e-01, PNorm = 35.4114, GNorm = 0.2562, lr_0 = 1.0000e-03
Loss = 2.6140e-01, PNorm = 55.3939, GNorm = 0.7861, lr_0 = 1.0000e-03
Loss = 2.2250e-01, PNorm = 56.1879, GNorm = 0.4485, lr_0 = 1.0000e-03
Loss = 5.8412e-01, PNorm = 35.4195, GNorm = 0.1332, lr_0 = 1.0000e-03
Loss = 2.1925e-01, PNorm = 55.4080, GNorm = 0.7106, lr_0 = 1.0000e-03
Loss = 2.3599e-01, PNorm = 56.1996, GNorm = 0.7588, lr_0 = 1.0000e-03
Loss = 5.5408e-01, PNorm = 35.4279, GNorm = 0.1594, lr_0 = 1.0000e-03
Loss = 2.1642e-01, PNorm = 55.4224, GNorm = 0.4715, lr_0 = 1.0000e-03
Loss = 2.1745e-01, PNorm = 56.2112, GNorm = 0.3512, lr_0 = 1.0000e-03
Loss = 5.8480e-01, PNorm = 35.4359, GNorm = 0.3769, lr_0 = 1.0000e-03
Loss = 2.0900e-01, PNorm = 56.2228, GNorm = 0.7796, lr_0 = 1.0000e-03
Loss = 2.2471e-01, PNorm = 55.4365, GNorm = 0.3771, lr_0 = 1.0000e-03
Loss = 5.5348e-01, PNorm = 35.4439, GNorm = 0.2614, lr_0 = 1.0000e-03
Loss = 2.3311e-01, PNorm = 55.4503, GNorm = 0.6736, lr_0 = 1.0000e-03
Loss = 1.9984e-01, PNorm = 56.2349, GNorm = 0.5194, lr_0 = 1.0000e-03
Loss = 5.6449e-01, PNorm = 35.4517, GNorm = 0.1462, lr_0 = 1.0000e-03
Loss = 2.2618e-01, PNorm = 56.2468, GNorm = 0.5175, lr_0 = 1.0000e-03
Loss = 2.2361e-01, PNorm = 55.4640, GNorm = 0.4369, lr_0 = 1.0000e-03
Loss = 5.5404e-01, PNorm = 35.4593, GNorm = 0.2073, lr_0 = 1.0000e-03
Loss = 2.1936e-01, PNorm = 56.2586, GNorm = 0.9387, lr_0 = 1.0000e-03
Loss = 2.1967e-01, PNorm = 55.4777, GNorm = 0.4032, lr_0 = 1.0000e-03
Loss = 5.3585e-01, PNorm = 35.4674, GNorm = 0.2304, lr_0 = 1.0000e-03
Loss = 2.2928e-01, PNorm = 55.4916, GNorm = 0.8785, lr_0 = 1.0000e-03
Loss = 2.5395e-01, PNorm = 56.2702, GNorm = 1.0087, lr_0 = 1.0000e-03
Loss = 5.7893e-01, PNorm = 35.4747, GNorm = 0.2370, lr_0 = 1.0000e-03
Loss = 2.1105e-01, PNorm = 55.5053, GNorm = 0.4433, lr_0 = 1.0000e-03
Loss = 2.6305e-01, PNorm = 56.2815, GNorm = 0.5309, lr_0 = 1.0000e-03
Loss = 5.3652e-01, PNorm = 35.4828, GNorm = 0.0994, lr_0 = 1.0000e-03
Loss = 2.0502e-01, PNorm = 55.5189, GNorm = 0.6714, lr_0 = 1.0000e-03
Loss = 2.2397e-01, PNorm = 56.2924, GNorm = 0.4774, lr_0 = 1.0000e-03
Loss = 5.5170e-01, PNorm = 35.4909, GNorm = 0.4362, lr_0 = 1.0000e-03
Loss = 2.1396e-01, PNorm = 55.5324, GNorm = 0.3904, lr_0 = 1.0000e-03
Loss = 5.6212e-01, PNorm = 35.4995, GNorm = 0.2804, lr_0 = 1.0000e-03
Loss = 2.2223e-01, PNorm = 56.3033, GNorm = 0.5104, lr_0 = 1.0000e-03
Loss = 2.2060e-01, PNorm = 55.5453, GNorm = 0.4366, lr_0 = 1.0000e-03
Loss = 5.6243e-01, PNorm = 35.5078, GNorm = 0.1856, lr_0 = 1.0000e-03
Loss = 2.4509e-01, PNorm = 56.3138, GNorm = 0.5396, lr_0 = 1.0000e-03
Loss = 2.3199e-01, PNorm = 55.5588, GNorm = 0.9090, lr_0 = 1.0000e-03
Loss = 5.3428e-01, PNorm = 35.5160, GNorm = 0.2281, lr_0 = 1.0000e-03
Loss = 2.4148e-01, PNorm = 56.3249, GNorm = 0.7604, lr_0 = 1.0000e-03
Loss = 2.3172e-01, PNorm = 55.5726, GNorm = 0.3439, lr_0 = 1.0000e-03
Loss = 5.6053e-01, PNorm = 35.5239, GNorm = 0.3044, lr_0 = 1.0000e-03
Loss = 2.1957e-01, PNorm = 56.3358, GNorm = 0.4252, lr_0 = 1.0000e-03
Loss = 2.4345e-01, PNorm = 55.5868, GNorm = 0.3223, lr_0 = 1.0000e-03
Loss = 2.0382e-01, PNorm = 56.3466, GNorm = 0.6873, lr_0 = 1.0000e-03
Loss = 5.4862e-01, PNorm = 35.5325, GNorm = 0.2854, lr_0 = 1.0000e-03
Loss = 2.1105e-01, PNorm = 55.6008, GNorm = 0.3394, lr_0 = 1.0000e-03
Loss = 5.0172e-01, PNorm = 35.5419, GNorm = 0.2863, lr_0 = 1.0000e-03
Loss = 2.4021e-01, PNorm = 55.6146, GNorm = 0.3257, lr_0 = 1.0000e-03
Loss = 5.6964e-01, PNorm = 35.5502, GNorm = 0.3694, lr_0 = 1.0000e-03
Loss = 2.7974e-01, PNorm = 55.6273, GNorm = 0.7871, lr_0 = 1.0000e-03
Loss = 5.8543e-01, PNorm = 35.5571, GNorm = 0.8058, lr_0 = 1.0000e-03
Loss = 2.4200e-01, PNorm = 55.6395, GNorm = 0.5020, lr_0 = 1.0000e-03
Loss = 5.4979e-01, PNorm = 35.5637, GNorm = 0.4109, lr_0 = 1.0000e-03
Loss = 2.7154e-01, PNorm = 55.6512, GNorm = 0.4384, lr_0 = 1.0000e-03
Loss = 5.5484e-01, PNorm = 35.5706, GNorm = 0.4417, lr_0 = 1.0000e-03
Loss = 2.6221e-01, PNorm = 55.6627, GNorm = 0.7360, lr_0 = 1.0000e-03
Loss = 5.6031e-01, PNorm = 35.5780, GNorm = 0.7721, lr_0 = 1.0000e-03
Loss = 2.3412e-01, PNorm = 55.6739, GNorm = 0.4316, lr_0 = 1.0000e-03
Loss = 5.4612e-01, PNorm = 35.5860, GNorm = 0.4017, lr_0 = 1.0000e-03
Loss = 2.3773e-01, PNorm = 55.6846, GNorm = 0.4909, lr_0 = 1.0000e-03
Loss = 2.5012e-01, PNorm = 55.6953, GNorm = 0.8404, lr_0 = 1.0000e-03
Loss = 5.5674e-01, PNorm = 35.5935, GNorm = 0.1425, lr_0 = 1.0000e-03
Loss = 5.0277e-01, PNorm = 35.6013, GNorm = 0.1926, lr_0 = 1.0000e-03
Loss = 5.5798e-01, PNorm = 35.6085, GNorm = 0.4654, lr_0 = 1.0000e-03
Loss = 5.6118e-01, PNorm = 35.6155, GNorm = 0.3926, lr_0 = 1.0000e-03
Validation auc = 0.902458
round 0 best train auc = 0.980243 on epoch 35
round 0 best validation auc = 0.903112 on epoch 35
Epoch 38
Loss = 2.1393e-01, PNorm = 59.0183, GNorm = 0.7091, lr_0 = 1.0000e-03
Loss = 2.0170e-01, PNorm = 59.0297, GNorm = 0.7417, lr_0 = 1.0000e-03
Loss = 1.6301e-01, PNorm = 59.0416, GNorm = 0.3900, lr_0 = 1.0000e-03
Loss = 1.8470e-01, PNorm = 59.0538, GNorm = 0.6868, lr_0 = 1.0000e-03
Loss = 1.9089e-01, PNorm = 59.0664, GNorm = 0.8020, lr_0 = 1.0000e-03
Loss = 1.9095e-01, PNorm = 59.0779, GNorm = 0.8361, lr_0 = 1.0000e-03
Loss = 1.7515e-01, PNorm = 59.0884, GNorm = 0.8730, lr_0 = 1.0000e-03
Loss = 1.7297e-01, PNorm = 59.0996, GNorm = 0.5701, lr_0 = 1.0000e-03
Loss = 1.6788e-01, PNorm = 59.1111, GNorm = 0.6520, lr_0 = 1.0000e-03
Loss = 1.7291e-01, PNorm = 59.1225, GNorm = 0.3476, lr_0 = 1.0000e-03
Loss = 1.7286e-01, PNorm = 59.1332, GNorm = 0.4808, lr_0 = 1.0000e-03
Loss = 2.1469e-01, PNorm = 59.1439, GNorm = 0.3663, lr_0 = 1.0000e-03
Loss = 1.6821e-01, PNorm = 59.1549, GNorm = 0.4134, lr_0 = 1.0000e-03
Loss = 1.8139e-01, PNorm = 59.1657, GNorm = 0.3319, lr_0 = 1.0000e-03
Loss = 1.7333e-01, PNorm = 59.1764, GNorm = 0.6074, lr_0 = 1.0000e-03
Loss = 1.6790e-01, PNorm = 59.1868, GNorm = 0.3496, lr_0 = 1.0000e-03
Loss = 2.0199e-01, PNorm = 59.1979, GNorm = 1.1271, lr_0 = 1.0000e-03
Loss = 1.9349e-01, PNorm = 59.2088, GNorm = 0.4345, lr_0 = 1.0000e-03
Loss = 2.1221e-01, PNorm = 59.2194, GNorm = 1.4220, lr_0 = 1.0000e-03
Loss = 1.4627e-01, PNorm = 59.2303, GNorm = 0.3777, lr_0 = 1.0000e-03
Loss = 2.0068e-01, PNorm = 59.2424, GNorm = 1.3494, lr_0 = 1.0000e-03
Loss = 1.8071e-01, PNorm = 59.2548, GNorm = 0.3641, lr_0 = 1.0000e-03
Loss = 1.8329e-01, PNorm = 59.2665, GNorm = 0.5934, lr_0 = 1.0000e-03
Loss = 1.6704e-01, PNorm = 59.2777, GNorm = 0.7377, lr_0 = 1.0000e-03
Validation auc = 0.901011
round 0 best train auc = 0.974998 on epoch 33
round 0 best validation auc = 0.901011 on epoch 33
Epoch 34
Loss = 1.8499e-01, PNorm = 59.2885, GNorm = 0.5710, lr_0 = 1.0000e-03
Loss = 2.0086e-01, PNorm = 56.3577, GNorm = 0.3733, lr_0 = 1.0000e-03
Loss = 2.4183e-01, PNorm = 59.3004, GNorm = 1.2374, lr_0 = 1.0000e-03
Loss = 1.7256e-01, PNorm = 56.3696, GNorm = 0.3668, lr_0 = 1.0000e-03
Loss = 1.9128e-01, PNorm = 59.3127, GNorm = 0.4255, lr_0 = 1.0000e-03
Loss = 2.1269e-01, PNorm = 56.3816, GNorm = 0.4383, lr_0 = 1.0000e-03
Loss = 2.0715e-01, PNorm = 59.3244, GNorm = 0.4237, lr_0 = 1.0000e-03
Loss = 2.1196e-01, PNorm = 56.3935, GNorm = 0.4447, lr_0 = 1.0000e-03
Loss = 2.3388e-01, PNorm = 59.3351, GNorm = 0.8444, lr_0 = 1.0000e-03
Validation auc = 0.896739
round 0 best train auc = 0.969154 on epoch 31
round 0 best validation auc = 0.896739 on epoch 31
Epoch 32
Loss = 1.6217e-01, PNorm = 56.4056, GNorm = 0.3453, lr_0 = 1.0000e-03
Loss = 1.7721e-01, PNorm = 59.3454, GNorm = 0.4716, lr_0 = 1.0000e-03
Loss = 2.2791e-01, PNorm = 55.7076, GNorm = 0.8844, lr_0 = 1.0000e-03
Loss = 1.8594e-01, PNorm = 56.4178, GNorm = 0.3254, lr_0 = 1.0000e-03
Loss = 2.0502e-01, PNorm = 59.3557, GNorm = 1.0729, lr_0 = 1.0000e-03
Loss = 2.3285e-01, PNorm = 55.7205, GNorm = 0.7394, lr_0 = 1.0000e-03
Loss = 2.0437e-01, PNorm = 56.4297, GNorm = 0.3862, lr_0 = 1.0000e-03
Loss = 1.6357e-01, PNorm = 59.3665, GNorm = 0.3407, lr_0 = 1.0000e-03
Loss = 2.3415e-01, PNorm = 55.7339, GNorm = 0.6295, lr_0 = 1.0000e-03
Loss = 2.0607e-01, PNorm = 56.4417, GNorm = 0.4645, lr_0 = 1.0000e-03
Validation auc = 0.754247
round 0 best train auc = 0.764548 on epoch 1
round 0 best validation auc = 0.754247 on epoch 1
Epoch 2
Loss = 1.8797e-01, PNorm = 59.3767, GNorm = 0.5616, lr_0 = 1.0000e-03
Loss = 2.0535e-01, PNorm = 55.7473, GNorm = 0.7946, lr_0 = 1.0000e-03
Loss = 2.2537e-01, PNorm = 56.4543, GNorm = 0.4162, lr_0 = 1.0000e-03
Loss = 5.4661e-01, PNorm = 35.6228, GNorm = 0.2371, lr_0 = 1.0000e-03
Loss = 2.3317e-01, PNorm = 59.3860, GNorm = 1.1007, lr_0 = 1.0000e-03
Loss = 2.4622e-01, PNorm = 55.7602, GNorm = 0.4656, lr_0 = 1.0000e-03
Loss = 1.9791e-01, PNorm = 56.4667, GNorm = 0.4144, lr_0 = 1.0000e-03
Loss = 5.1330e-01, PNorm = 35.6304, GNorm = 0.2123, lr_0 = 1.0000e-03
Loss = 1.8214e-01, PNorm = 59.3952, GNorm = 0.3330, lr_0 = 1.0000e-03
Loss = 2.4820e-01, PNorm = 55.7736, GNorm = 0.8222, lr_0 = 1.0000e-03
Loss = 2.0567e-01, PNorm = 56.4795, GNorm = 0.4586, lr_0 = 1.0000e-03
Loss = 5.4300e-01, PNorm = 35.6387, GNorm = 0.2003, lr_0 = 1.0000e-03
Loss = 2.0079e-01, PNorm = 55.7871, GNorm = 0.3549, lr_0 = 1.0000e-03
Loss = 2.1056e-01, PNorm = 59.4056, GNorm = 1.3047, lr_0 = 1.0000e-03
Loss = 2.2761e-01, PNorm = 56.4922, GNorm = 0.5045, lr_0 = 1.0000e-03
Loss = 2.0792e-01, PNorm = 55.8008, GNorm = 0.7967, lr_0 = 1.0000e-03
Loss = 1.8511e-01, PNorm = 59.4166, GNorm = 0.7321, lr_0 = 1.0000e-03
Loss = 5.7753e-01, PNorm = 35.6469, GNorm = 0.1522, lr_0 = 1.0000e-03
Loss = 1.9385e-01, PNorm = 56.5045, GNorm = 0.5032, lr_0 = 1.0000e-03
Loss = 2.2205e-01, PNorm = 59.4271, GNorm = 1.2281, lr_0 = 1.0000e-03
Loss = 5.4319e-01, PNorm = 35.6551, GNorm = 0.3455, lr_0 = 1.0000e-03
Loss = 2.5117e-01, PNorm = 55.8140, GNorm = 0.6463, lr_0 = 1.0000e-03
Loss = 2.2172e-01, PNorm = 56.5169, GNorm = 0.4032, lr_0 = 1.0000e-03
Loss = 1.8743e-01, PNorm = 59.4379, GNorm = 0.5882, lr_0 = 1.0000e-03
Loss = 2.4172e-01, PNorm = 55.8277, GNorm = 0.9903, lr_0 = 1.0000e-03
Loss = 1.6724e-01, PNorm = 59.4495, GNorm = 0.4717, lr_0 = 1.0000e-03
Loss = 5.3984e-01, PNorm = 35.6639, GNorm = 0.3994, lr_0 = 1.0000e-03
Loss = 2.2738e-01, PNorm = 56.5291, GNorm = 0.7052, lr_0 = 1.0000e-03
Loss = 5.6327e-01, PNorm = 35.6725, GNorm = 0.3800, lr_0 = 1.0000e-03
Loss = 2.1054e-01, PNorm = 55.8413, GNorm = 0.2995, lr_0 = 1.0000e-03
Loss = 2.0905e-01, PNorm = 56.5416, GNorm = 0.4083, lr_0 = 1.0000e-03
Loss = 5.5280e-01, PNorm = 35.6811, GNorm = 0.1367, lr_0 = 1.0000e-03
Loss = 2.1341e-01, PNorm = 55.8548, GNorm = 0.4147, lr_0 = 1.0000e-03
Loss = 2.1937e-01, PNorm = 56.5542, GNorm = 0.7812, lr_0 = 1.0000e-03
Loss = 5.0675e-01, PNorm = 35.6900, GNorm = 0.1476, lr_0 = 1.0000e-03
Loss = 2.0384e-01, PNorm = 55.8680, GNorm = 0.4638, lr_0 = 1.0000e-03
Loss = 2.3811e-01, PNorm = 56.5665, GNorm = 0.4164, lr_0 = 1.0000e-03
Loss = 5.6709e-01, PNorm = 35.6989, GNorm = 0.2662, lr_0 = 1.0000e-03
Loss = 2.1097e-01, PNorm = 55.8807, GNorm = 0.4865, lr_0 = 1.0000e-03
Loss = 2.3653e-01, PNorm = 56.5781, GNorm = 0.8302, lr_0 = 1.0000e-03
Loss = 5.3204e-01, PNorm = 35.7084, GNorm = 0.1209, lr_0 = 1.0000e-03
Loss = 2.2082e-01, PNorm = 55.8930, GNorm = 0.3692, lr_0 = 1.0000e-03
Loss = 1.8047e-01, PNorm = 56.5898, GNorm = 0.7698, lr_0 = 1.0000e-03
Loss = 5.2486e-01, PNorm = 35.7179, GNorm = 0.3862, lr_0 = 1.0000e-03
Loss = 2.5556e-01, PNorm = 55.9050, GNorm = 0.5642, lr_0 = 1.0000e-03
Loss = 2.3393e-01, PNorm = 56.6012, GNorm = 1.4186, lr_0 = 1.0000e-03
Loss = 5.7372e-01, PNorm = 35.7276, GNorm = 0.2502, lr_0 = 1.0000e-03
Loss = 2.1881e-01, PNorm = 55.9174, GNorm = 0.4857, lr_0 = 1.0000e-03
Loss = 1.9404e-01, PNorm = 56.6133, GNorm = 0.5059, lr_0 = 1.0000e-03
Loss = 5.1564e-01, PNorm = 35.7372, GNorm = 0.1883, lr_0 = 1.0000e-03
Loss = 2.2888e-01, PNorm = 55.9297, GNorm = 0.5622, lr_0 = 1.0000e-03
Loss = 1.7844e-01, PNorm = 56.6261, GNorm = 0.8122, lr_0 = 1.0000e-03
Loss = 5.3250e-01, PNorm = 35.7469, GNorm = 0.2470, lr_0 = 1.0000e-03
Loss = 2.1721e-01, PNorm = 55.9424, GNorm = 0.2714, lr_0 = 1.0000e-03
Loss = 2.3074e-01, PNorm = 56.6389, GNorm = 0.5671, lr_0 = 1.0000e-03
Loss = 5.2540e-01, PNorm = 35.7562, GNorm = 0.3438, lr_0 = 1.0000e-03
Loss = 2.1838e-01, PNorm = 55.9553, GNorm = 0.4050, lr_0 = 1.0000e-03
Loss = 2.0444e-01, PNorm = 56.6523, GNorm = 0.5667, lr_0 = 1.0000e-03
Loss = 5.7719e-01, PNorm = 35.7658, GNorm = 0.4005, lr_0 = 1.0000e-03
Loss = 2.5097e-01, PNorm = 56.6661, GNorm = 0.5733, lr_0 = 1.0000e-03
Loss = 2.3294e-01, PNorm = 55.9683, GNorm = 0.4675, lr_0 = 1.0000e-03
Loss = 5.3938e-01, PNorm = 35.7752, GNorm = 0.2608, lr_0 = 1.0000e-03
Loss = 1.9928e-01, PNorm = 56.6796, GNorm = 0.8198, lr_0 = 1.0000e-03
Loss = 2.0033e-01, PNorm = 55.9810, GNorm = 0.3651, lr_0 = 1.0000e-03
Loss = 5.3179e-01, PNorm = 35.7840, GNorm = 0.3709, lr_0 = 1.0000e-03
Loss = 2.0388e-01, PNorm = 56.6933, GNorm = 0.4071, lr_0 = 1.0000e-03
Loss = 2.4137e-01, PNorm = 55.9937, GNorm = 0.4358, lr_0 = 1.0000e-03
Loss = 5.5455e-01, PNorm = 35.7916, GNorm = 0.4136, lr_0 = 1.0000e-03
Loss = 2.1431e-01, PNorm = 56.7064, GNorm = 0.4154, lr_0 = 1.0000e-03
Loss = 2.1325e-01, PNorm = 56.0065, GNorm = 0.5825, lr_0 = 1.0000e-03
Loss = 5.2841e-01, PNorm = 35.7989, GNorm = 0.2421, lr_0 = 1.0000e-03
Loss = 1.9710e-01, PNorm = 56.7193, GNorm = 0.6374, lr_0 = 1.0000e-03
Loss = 2.2243e-01, PNorm = 56.0187, GNorm = 0.6067, lr_0 = 1.0000e-03
Loss = 5.1411e-01, PNorm = 35.8071, GNorm = 0.1110, lr_0 = 1.0000e-03
Loss = 1.9980e-01, PNorm = 56.7327, GNorm = 0.5455, lr_0 = 1.0000e-03
Loss = 2.3026e-01, PNorm = 56.0321, GNorm = 0.5515, lr_0 = 1.0000e-03
Loss = 5.5199e-01, PNorm = 35.8158, GNorm = 0.4248, lr_0 = 1.0000e-03
Loss = 2.4795e-01, PNorm = 56.7447, GNorm = 1.5068, lr_0 = 1.0000e-03
Loss = 5.4226e-01, PNorm = 35.8251, GNorm = 0.3493, lr_0 = 1.0000e-03
Loss = 2.2470e-01, PNorm = 56.0454, GNorm = 0.3785, lr_0 = 1.0000e-03
Loss = 2.3897e-01, PNorm = 56.7562, GNorm = 0.4397, lr_0 = 1.0000e-03
Loss = 5.3838e-01, PNorm = 35.8346, GNorm = 0.1930, lr_0 = 1.0000e-03
Loss = 2.4387e-01, PNorm = 56.0589, GNorm = 0.3532, lr_0 = 1.0000e-03
Loss = 2.4368e-01, PNorm = 56.7692, GNorm = 1.5618, lr_0 = 1.0000e-03
Loss = 2.0684e-01, PNorm = 56.0735, GNorm = 0.3923, lr_0 = 1.0000e-03
Loss = 5.2874e-01, PNorm = 35.8440, GNorm = 0.3202, lr_0 = 1.0000e-03
Loss = 2.2188e-01, PNorm = 56.7824, GNorm = 0.6623, lr_0 = 1.0000e-03
Loss = 2.1295e-01, PNorm = 56.0883, GNorm = 0.4561, lr_0 = 1.0000e-03
Loss = 5.2213e-01, PNorm = 35.8527, GNorm = 0.2343, lr_0 = 1.0000e-03
Loss = 2.4413e-01, PNorm = 56.7949, GNorm = 1.4749, lr_0 = 1.0000e-03
Loss = 2.0605e-01, PNorm = 56.1027, GNorm = 0.3829, lr_0 = 1.0000e-03
Loss = 5.3008e-01, PNorm = 35.8620, GNorm = 0.2879, lr_0 = 1.0000e-03
Loss = 2.3334e-01, PNorm = 56.8065, GNorm = 1.1399, lr_0 = 1.0000e-03
Loss = 2.3425e-01, PNorm = 56.1170, GNorm = 0.3408, lr_0 = 1.0000e-03
Loss = 5.3042e-01, PNorm = 35.8712, GNorm = 0.1301, lr_0 = 1.0000e-03
Loss = 2.2549e-01, PNorm = 56.8183, GNorm = 0.8549, lr_0 = 1.0000e-03
Loss = 2.2496e-01, PNorm = 56.1314, GNorm = 0.4574, lr_0 = 1.0000e-03
Loss = 4.9818e-01, PNorm = 35.8800, GNorm = 0.6109, lr_0 = 1.0000e-03
Loss = 2.6046e-01, PNorm = 56.8297, GNorm = 1.5070, lr_0 = 1.0000e-03
Loss = 2.7760e-01, PNorm = 56.8427, GNorm = 0.7809, lr_0 = 1.0000e-03
Loss = 2.0858e-01, PNorm = 56.1458, GNorm = 0.6265, lr_0 = 1.0000e-03
Loss = 5.2401e-01, PNorm = 35.8892, GNorm = 0.1258, lr_0 = 1.0000e-03
Loss = 2.1743e-01, PNorm = 56.1603, GNorm = 0.5536, lr_0 = 1.0000e-03
Loss = 5.2716e-01, PNorm = 35.8987, GNorm = 0.3014, lr_0 = 1.0000e-03
Loss = 2.3204e-01, PNorm = 56.1746, GNorm = 0.4218, lr_0 = 1.0000e-03
Loss = 5.4692e-01, PNorm = 35.9080, GNorm = 0.1174, lr_0 = 1.0000e-03
Loss = 2.1134e-01, PNorm = 56.1888, GNorm = 0.5582, lr_0 = 1.0000e-03
Loss = 5.1271e-01, PNorm = 35.9183, GNorm = 0.1224, lr_0 = 1.0000e-03
Loss = 2.3558e-01, PNorm = 56.2030, GNorm = 0.3293, lr_0 = 1.0000e-03
Loss = 5.1389e-01, PNorm = 35.9285, GNorm = 0.2457, lr_0 = 1.0000e-03
Loss = 2.0876e-01, PNorm = 56.2167, GNorm = 0.6182, lr_0 = 1.0000e-03
Loss = 2.4051e-01, PNorm = 56.2301, GNorm = 0.6341, lr_0 = 1.0000e-03
Loss = 5.4082e-01, PNorm = 35.9393, GNorm = 0.4054, lr_0 = 1.0000e-03
Loss = 5.2635e-01, PNorm = 35.9506, GNorm = 0.2483, lr_0 = 1.0000e-03
Loss = 5.4843e-01, PNorm = 35.9617, GNorm = 0.3664, lr_0 = 1.0000e-03
Loss = 5.0755e-01, PNorm = 35.9732, GNorm = 0.4183, lr_0 = 1.0000e-03
Loss = 5.5372e-01, PNorm = 35.9851, GNorm = 0.2720, lr_0 = 1.0000e-03
Validation auc = 0.904412
round 0 best train auc = 0.983512 on epoch 38
round 0 best validation auc = 0.904412 on epoch 38
Epoch 39
Loss = 1.6337e-01, PNorm = 59.4618, GNorm = 0.9270, lr_0 = 1.0000e-03
Loss = 1.6810e-01, PNorm = 59.4742, GNorm = 0.3291, lr_0 = 1.0000e-03
Loss = 1.8949e-01, PNorm = 59.4859, GNorm = 0.6545, lr_0 = 1.0000e-03
Loss = 1.6322e-01, PNorm = 59.4974, GNorm = 0.4149, lr_0 = 1.0000e-03
Loss = 1.9774e-01, PNorm = 59.5088, GNorm = 0.4681, lr_0 = 1.0000e-03
Loss = 1.6022e-01, PNorm = 59.5205, GNorm = 0.3620, lr_0 = 1.0000e-03
Loss = 1.7344e-01, PNorm = 59.5322, GNorm = 0.2992, lr_0 = 1.0000e-03
Loss = 1.8157e-01, PNorm = 59.5439, GNorm = 0.4043, lr_0 = 1.0000e-03
Loss = 1.5399e-01, PNorm = 59.5555, GNorm = 0.4509, lr_0 = 1.0000e-03
Loss = 1.5906e-01, PNorm = 59.5670, GNorm = 0.3907, lr_0 = 1.0000e-03
Loss = 1.4251e-01, PNorm = 59.5794, GNorm = 0.6919, lr_0 = 1.0000e-03
Loss = 1.8280e-01, PNorm = 59.5920, GNorm = 0.3700, lr_0 = 1.0000e-03
